state,district,month,age_0_5,age_5_17,age_18_greater,total_enrollments,child_enrolment_ratio,teen_enrolment_ratio,adult_enrolment_ratio,risk_score
Telangana,Narayanpet,2025-11,240,48,4,292,0.821917808219178,0.1643835616438356,0.0136986301369863,0.5438356164383562
Telangana,Narayanpet,2025-12,134,27,0,161,0.8322981366459627,0.16770186335403728,0.0,0.5496894409937888
Telangana,Nirmal,2025-09,531,41,0,572,0.9283216783216783,0.07167832167832168,0.0,0.5784965034965035
Telangana,Nirmal,2025-10,270,19,2,291,0.9278350515463918,0.06529209621993128,0.006872852233676976,0.5769759450171822
Telangana,Nirmal,2025-11,325,33,1,359,0.9052924791086351,0.09192200557103064,0.002785515320334262,0.5710306406685236
Telangana,Nirmal,2025-12,166,13,0,179,0.9273743016759777,0.07262569832402235,0.0,0.5782122905027932
Telangana,Nizamabad,2025-09,2344,203,1,2548,0.9199372056514914,0.07967032967032966,0.0003924646781789639,0.5759026687598117
Telangana,Nizamabad,2025-10,1595,148,0,1743,0.9150889271371199,0.08491107286288009,0.0,0.5745266781411359
Telangana,Nizamabad,2025-11,1344,162,4,1510,0.8900662251655629,0.10728476821192053,0.0026490066225165563,0.5664900662251655
Telangana,Nizamabad,2025-12,702,70,4,776,0.904639175257732,0.09020618556701031,0.005154639175257732,0.570360824742268
Telangana,Peddapalli,2025-09,197,31,1,229,0.8602620087336245,0.13537117903930132,0.004366812227074236,0.5572052401746724
Telangana,Peddapalli,2025-10,120,16,1,137,0.8759124087591241,0.11678832116788321,0.0072992700729927005,0.5613138686131387
Telangana,Peddapalli,2025-11,125,10,1,136,0.9191176470588235,0.07352941176470588,0.007352941176470588,0.5742647058823529
Telangana,Peddapalli,2025-12,71,15,0,86,0.8255813953488372,0.1744186046511628,0.0,0.5476744186046512
Telangana,Rajanna Sircilla,2025-09,262,21,0,283,0.9257950530035336,0.07420494699646643,0.0,0.5777385159010601
Telangana,Rajanna Sircilla,2025-10,250,11,1,262,0.9541984732824428,0.04198473282442748,0.003816793893129771,0.5854961832061069
Telangana,Rajanna Sircilla,2025-11,194,12,1,207,0.9371980676328503,0.057971014492753624,0.004830917874396135,0.5801932367149759
Telangana,Rajanna Sircilla,2025-12,128,7,1,136,0.9411764705882353,0.051470588235294115,0.007352941176470588,0.5808823529411764
Telangana,Ranga Reddy,2025-07,181,93,10,284,0.6373239436619719,0.3274647887323944,0.035211267605633804,0.48415492957746475
Telangana,Rangareddy,2025-09,79,16,1,96,0.8229166666666666,0.16666666666666666,0.010416666666666666,0.5447916666666667
Telangana,Rangareddy,2025-10,60,10,0,70,0.8571428571428571,0.14285714285714285,0.0,0.557142857142857
Telangana,Rangareddy,2025-11,52,21,1,74,0.7027027027027027,0.28378378378378377,0.013513513513513514,0.5081081081081081
Telangana,Rangareddy,2025-12,46,14,0,60,0.7666666666666667,0.23333333333333334,0.0,0.53
Telangana,Sangareddy,2025-09,729,154,3,886,0.8227990970654627,0.17381489841986456,0.003386004514672686,0.5461625282167043
Telangana,Sangareddy,2025-10,596,150,1,747,0.7978580990629184,0.20080321285140562,0.0013386880856760374,0.5390896921017403
Telangana,Sangareddy,2025-11,595,118,2,715,0.8321678321678322,0.16503496503496504,0.002797202797202797,0.5490909090909091
Telangana,Sangareddy,2025-12,304,46,5,355,0.856338028169014,0.1295774647887324,0.014084507042253521,0.5540845070422534
Telangana,Siddipet,2025-09,596,49,0,645,0.924031007751938,0.07596899224806201,0.0,0.5772093023255813
Telangana,Siddipet,2025-10,467,49,0,516,0.9050387596899225,0.09496124031007752,0.0,0.5715116279069767
Telangana,Siddipet,2025-11,430,57,1,488,0.8811475409836066,0.1168032786885246,0.0020491803278688526,0.5639344262295082
Telangana,Siddipet,2025-12,208,19,0,227,0.9162995594713657,0.08370044052863436,0.0,0.5748898678414096
Telangana,Suryapet,2025-09,641,137,0,778,0.8239074550128535,0.17609254498714652,0.0,0.547172236503856
Telangana,Suryapet,2025-10,480,79,1,560,0.8571428571428571,0.14107142857142857,0.0017857142857142857,0.5567857142857143
Telangana,Suryapet,2025-11,424,60,1,485,0.8742268041237113,0.12371134020618557,0.002061855670103093,0.5618556701030928
Telangana,Suryapet,2025-12,198,21,0,219,0.9041095890410958,0.0958904109589041,0.0,0.5712328767123288
Telangana,Vikarabad,2025-09,764,185,0,949,0.8050579557428873,0.19494204425711276,0.0,0.5415173867228662
Telangana,Vikarabad,2025-10,510,152,0,662,0.770392749244713,0.229607250755287,0.0,0.5311178247734138
Telangana,Vikarabad,2025-11,560,125,2,687,0.8151382823871907,0.1819505094614265,0.002911208151382824,0.5439592430858806
Telangana,Vikarabad,2025-12,251,44,0,295,0.8508474576271187,0.14915254237288136,0.0,0.5552542372881355
Telangana,Wanaparthy,2025-09,443,120,0,563,0.7868561278863233,0.21314387211367672,0.0,0.536056838365897
Telangana,Wanaparthy,2025-10,294,122,0,416,0.7067307692307693,0.2932692307692308,0.0,0.5120192307692307
Telangana,Wanaparthy,2025-11,346,125,0,471,0.7346072186836518,0.2653927813163482,0.0,0.5203821656050955
Telangana,Wanaparthy,2025-12,183,34,0,217,0.8433179723502304,0.15668202764976957,0.0,0.5529953917050692
Telangana,Warangal,2025-09,920,201,0,1121,0.8206958073148974,0.1793041926851026,0.0,0.5462087421944692
Telangana,Warangal,2025-10,643,125,0,768,0.8372395833333334,0.16276041666666666,0.0,0.551171875
Telangana,Warangal,2025-11,599,113,0,712,0.8412921348314607,0.15870786516853932,0.0,0.5523876404494381
Telangana,Warangal,2025-12,300,51,0,351,0.8547008547008547,0.1452991452991453,0.0,0.5564102564102563
Telangana,Warangal (urban),2025-09,3,1,0,4,0.75,0.25,0.0,0.5249999999999999
Telangana,Warangal (urban),2025-10,2,0,0,2,1.0,0.0,0.0,0.6
Telangana,Warangal (urban),2025-12,1,0,0,1,1.0,0.0,0.0,0.6
Telangana,Warangal Rural,2025-09,216,19,0,235,0.9191489361702128,0.08085106382978724,0.0,0.5757446808510638
Telangana,Warangal Rural,2025-10,164,22,0,186,0.8817204301075269,0.11827956989247312,0.0,0.5645161290322581
Telangana,Warangal Rural,2025-11,169,19,2,190,0.8894736842105263,0.1,0.010526315789473684,0.5647368421052632
Telangana,Warangal Rural,2025-12,111,10,0,121,0.9173553719008265,0.08264462809917356,0.0,0.575206611570248
Telangana,Warangal Urban,2025-09,217,22,1,240,0.9041666666666667,0.09166666666666666,0.004166666666666667,0.5704166666666666
Telangana,Warangal Urban,2025-10,148,19,2,169,0.8757396449704142,0.11242603550295859,0.011834319526627219,0.5603550295857987
Telangana,Warangal Urban,2025-11,145,24,2,171,0.847953216374269,0.14035087719298245,0.011695906432748537,0.552046783625731
Telangana,Warangal Urban,2025-12,75,7,1,83,0.9036144578313253,0.08433734939759036,0.012048192771084338,0.5686746987951807
Telangana,Yadadri.,2025-09,537,103,0,640,0.8390625,0.1609375,0.0,0.55171875
Telangana,Yadadri.,2025-10,309,40,0,349,0.8853868194842407,0.11461318051575932,0.0,0.5656160458452723
Telangana,Yadadri.,2025-11,338,48,1,387,0.8733850129198967,0.12403100775193798,0.002583979328165375,0.561498708010336
Telangana,Yadadri.,2025-12,196,14,0,210,0.9333333333333333,0.06666666666666667,0.0,0.58
Tripura,Dhalai,2025-06,60,87,20,167,0.3592814371257485,0.5209580838323353,0.11976047904191617,0.3838323353293413
Tripura,Dhalai,2025-09,258,199,0,457,0.5645514223194749,0.43544857768052514,0.0,0.46936542669584247
Tripura,Dhalai,2025-10,107,83,5,195,0.5487179487179488,0.4256410256410256,0.02564102564102564,0.45948717948717954
Tripura,Dhalai,2025-11,187,159,10,356,0.5252808988764045,0.44662921348314605,0.028089887640449437,0.45196629213483147
Tripura,Dhalai,2025-12,165,79,1,245,0.673469387755102,0.3224489795918367,0.004081632653061225,0.5012244897959184
Tripura,Dhalai  *,2025-09,16,1,0,17,0.9411764705882353,0.058823529411764705,0.0,0.5823529411764706
Tripura,Dhalai  *,2025-10,1,1,0,2,0.5,0.5,0.0,0.44999999999999996
Tripura,Dhalai  *,2025-11,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0,0.557142857142857
Tripura,Dhalai  *,2025-12,5,1,0,6,0.8333333333333334,0.16666666666666666,0.0,0.55
Tripura,Gomati,2025-07,69,45,10,124,0.5564516129032258,0.3629032258064516,0.08064516129032258,0.45080645161290317
Tripura,Gomati,2025-09,122,52,0,174,0.7011494252873564,0.2988505747126437,0.0,0.5103448275862069
Tripura,Gomati,2025-10,55,27,1,83,0.6626506024096386,0.3253012048192771,0.012048192771084338,0.4963855421686747
Tripura,Gomati,2025-11,95,55,0,150,0.6333333333333333,0.36666666666666664,0.0,0.48999999999999994
Tripura,Gomati,2025-12,123,25,0,148,0.831081081081081,0.16891891891891891,0.0,0.5493243243243243
Tripura,Khowai,2025-09,51,36,12,99,0.5151515151515151,0.36363636363636365,0.12121212121212122,0.4303030303030303
Tripura,Khowai,2025-10,44,12,8,64,0.6875,0.1875,0.125,0.48125
Tripura,Khowai,2025-11,56,33,18,107,0.5233644859813084,0.308411214953271,0.16822429906542055,0.4233644859813083
Tripura,Khowai,2025-12,45,18,6,69,0.6521739130434783,0.2608695652173913,0.08695652173913043,0.4782608695652174
Tripura,North Tripura,2025-07,124,75,17,216,0.5740740740740741,0.3472222222222222,0.0787037037037037,0.45648148148148143
Tripura,North Tripura,2025-09,319,125,4,448,0.7120535714285714,0.27901785714285715,0.008928571428571428,0.5118303571428571
Tripura,North Tripura,2025-10,135,59,0,194,0.6958762886597938,0.30412371134020616,0.0,0.5087628865979381
Tripura,North Tripura,2025-11,265,87,3,355,0.7464788732394366,0.24507042253521127,0.008450704225352112,0.5222535211267606
Tripura,North Tripura,2025-12,203,70,2,275,0.7381818181818182,0.2545454545454545,0.007272727272727273,0.5199999999999999
Tripura,Sepahijala,2025-07,166,144,15,325,0.5107692307692308,0.4430769230769231,0.046153846153846156,0.444
Tripura,Sepahijala,2025-09,255,132,0,387,0.6589147286821705,0.34108527131782945,0.0,0.4976744186046511
Tripura,Sepahijala,2025-10,189,79,2,270,0.7,0.29259259259259257,0.007407407407407408,0.5085185185185185
Tripura,Sepahijala,2025-11,275,113,10,398,0.6909547738693468,0.28391959798994976,0.02512562814070352,0.5022613065326633
Tripura,Sepahijala,2025-12,236,109,3,348,0.6781609195402298,0.3132183908045977,0.008620689655172414,0.5017241379310344
Tripura,South Tripura,2025-09,416,256,0,672,0.6190476190476191,0.38095238095238093,0.0,0.4857142857142857
Tripura,South Tripura,2025-10,227,152,0,379,0.5989445910290238,0.40105540897097625,0.0,0.47968337730870714
Tripura,South Tripura,2025-11,353,268,4,625,0.5648,0.4288,0.0064,0.4681599999999999
Tripura,South Tripura,2025-12,352,128,2,482,0.7302904564315352,0.26556016597510373,0.004149377593360996,0.5182572614107883
Tripura,Unakoti,2025-04,19,16,15,50,0.38,0.32,0.3,0.354
Tripura,Unakoti,2025-09,119,56,1,176,0.6761363636363636,0.3181818181818182,0.005681818181818182,0.5017045454545455
Tripura,Unakoti,2025-10,102,25,7,134,0.7611940298507462,0.1865671641791045,0.05223880597014925,0.517910447761194
Tripura,Unakoti,2025-11,116,42,3,161,0.7204968944099379,0.2608695652173913,0.018633540372670808,0.5124223602484472
Tripura,Unakoti,2025-12,77,40,1,118,0.652542372881356,0.3389830508474576,0.00847457627118644,0.4940677966101695
Tripura,West Tripura,2025-04,146,65,25,236,0.6186440677966102,0.2754237288135593,0.1059322033898305,0.46440677966101696
Tripura,West Tripura,2025-09,471,215,5,691,0.6816208393632417,0.3111432706222865,0.00723589001447178,0.5030390738060782
Tripura,West Tripura,2025-10,380,148,27,555,0.6846846846846847,0.26666666666666666,0.04864864864864865,0.49567567567567566
Tripura,West Tripura,2025-11,588,222,15,825,0.7127272727272728,0.2690909090909091,0.01818181818181818,0.5101818181818182
Tripura,West Tripura,2025-12,378,114,3,495,0.7636363636363637,0.23030303030303031,0.006060606060606061,0.527878787878788
Uttar Pradesh,Agra,2025-03,280,494,132,906,0.3090507726269316,0.5452538631346578,0.1456953642384106,0.36357615894039735
Uttar Pradesh,Agra,2025-04,832,568,37,1437,0.5789839944328462,0.39526791927627003,0.025748086290883786,0.4685455810716771
Uttar Pradesh,Agra,2025-05,1550,967,60,2577,0.6014745828482732,0.37524253007372915,0.023282887077997673,0.4757857974388824
Uttar Pradesh,Agra,2025-06,1775,1860,154,3789,0.46846133544470836,0.4908946951702296,0.04064396938506202,0.43240960675640006
Uttar Pradesh,Agra,2025-07,2371,2123,75,4569,0.518931932589188,0.4646530969577588,0.016414970453053186,0.45239658568614577
Uttar Pradesh,Agra,2025-09,3078,2629,57,5764,0.5340041637751561,0.45610687022900764,0.009888965995836226,0.4582234559333796
Uttar Pradesh,Agra,2025-10,1652,1236,64,2952,0.559620596205962,0.4186991869918699,0.02168021680216802,0.463550135501355
Uttar Pradesh,Agra,2025-11,2709,1766,62,4537,0.5970905884946,0.38924399382852104,0.013665417676878995,0.47639409301300417
Uttar Pradesh,Agra,2025-12,2067,1048,264,3379,0.6117194436223735,0.31015093222846996,0.07812962414915656,0.4678899082568807
Uttar Pradesh,Aligarh,2025-03,226,353,44,623,0.36276083467094705,0.5666131621187801,0.07062600321027288,0.39470304975922954
Uttar Pradesh,Aligarh,2025-04,1066,643,58,1767,0.6032823995472553,0.3638936049801924,0.032823995472552346,0.4744199207696661
Uttar Pradesh,Aligarh,2025-05,1564,1159,103,2826,0.5534324133050248,0.41012031139419675,0.03644727530077849,0.45874026893135167
Uttar Pradesh,Aligarh,2025-06,1247,1291,97,2635,0.47324478178368123,0.48994307400379505,0.03681214421252372,0.4346110056925996
Uttar Pradesh,Aligarh,2025-07,3024,3256,128,6408,0.47191011235955055,0.5081148564294632,0.019975031210986267,0.43757802746566793
Uttar Pradesh,Aligarh,2025-09,2267,2037,51,4355,0.5205510907003444,0.4677382319173364,0.011710677382319174,0.45382319173363944
Uttar Pradesh,Aligarh,2025-10,1213,983,37,2233,0.5432154052843708,0.44021495745633676,0.016569637259292433,0.4596506941334528
Uttar Pradesh,Aligarh,2025-11,1632,1280,50,2962,0.550979068197164,0.43214044564483456,0.01688048615800135,0.46191762322754887
Uttar Pradesh,Aligarh,2025-12,1591,774,18,2383,0.6676458245908519,0.32480067142257657,0.007553503986571549,0.4987830465799412
Uttar Pradesh,Allahabad,2025-09,2828,2582,2,5412,0.5225424981522543,0.4770879526977088,0.0003695491500369549,0.4566888396156689
Uttar Pradesh,Allahabad,2025-10,1392,1289,22,2703,0.5149833518312985,0.47687754347021827,0.008139104698483167,0.4528671846096929
Uttar Pradesh,Allahabad,2025-11,1794,1421,24,3239,0.5538746526705773,0.4387156529793146,0.007409694350108058,0.46468045693115156
Uttar Pradesh,Allahabad,2025-12,1240,654,1,1895,0.6543535620052771,0.34511873350923483,0.0005277044854881266,0.4962005277044855
Uttar Pradesh,Ambedkar Nagar,2025-04,159,143,10,312,0.5096153846153846,0.4583333333333333,0.03205128205128205,0.44647435897435894
Uttar Pradesh,Ambedkar Nagar,2025-09,1387,1778,13,3178,0.4364380113278792,0.5594713656387665,0.0040906230333543105,0.43011327879169287
Uttar Pradesh,Ambedkar Nagar,2025-10,782,845,6,1633,0.4788732394366197,0.5174525413349663,0.003674219228413962,0.44292712798530304
Uttar Pradesh,Ambedkar Nagar,2025-11,923,855,17,1795,0.5142061281337047,0.4763231197771588,0.00947075208913649,0.45236768802228405
Uttar Pradesh,Ambedkar Nagar,2025-12,605,475,4,1084,0.5581180811808119,0.4381918819188192,0.0036900369003690036,0.4666974169741698
Uttar Pradesh,Amethi,2025-09,1436,1468,8,2912,0.49313186813186816,0.5041208791208791,0.0027472527472527475,0.44739010989010985
Uttar Pradesh,Amethi,2025-10,769,722,30,1521,0.5055884286653517,0.4746877054569362,0.01972386587771203,0.44773175542406307
Uttar Pradesh,Amethi,2025-11,938,606,16,1560,0.6012820512820513,0.38846153846153847,0.010256410256410256,0.4783333333333333
Uttar Pradesh,Amethi,2025-12,747,455,2,1204,0.6204318936877077,0.37790697674418605,0.0016611295681063123,0.485797342192691
Uttar Pradesh,Amroha,2025-04,434,135,11,580,0.7482758620689656,0.23275862068965517,0.01896551724137931,0.5206896551724138
Uttar Pradesh,Amroha,2025-06,329,240,10,579,0.5682210708117443,0.41450777202072536,0.017271157167530225,0.46701208981001724
Uttar Pradesh,Amroha,2025-09,1460,720,11,2191,0.6663623916020082,0.3286170698311273,0.005020538566864446,0.4989046097672295
Uttar Pradesh,Amroha,2025-10,921,437,9,1367,0.6737381126554499,0.3196781272860278,0.006583760058522311,0.5008046817849305
Uttar Pradesh,Amroha,2025-11,1364,526,4,1894,0.720168954593453,0.27771911298838436,0.0021119324181626186,0.5156282998944034
Uttar Pradesh,Amroha,2025-12,1097,418,16,1531,0.7165251469627695,0.2730241672109732,0.010450685826257348,0.5128674069235793
Uttar Pradesh,Auraiya,2025-09,840,649,3,1492,0.5630026809651475,0.43498659517426275,0.0020107238605898124,0.46849865951742625
Uttar Pradesh,Auraiya,2025-10,372,233,3,608,0.6118421052631579,0.3832236842105263,0.004934210526315789,0.48256578947368417
Uttar Pradesh,Auraiya,2025-11,618,371,0,989,0.6248736097067745,0.3751263902932255,0.0,0.4874620829120323
Uttar Pradesh,Auraiya,2025-12,339,294,11,644,0.5263975155279503,0.45652173913043476,0.017080745341614908,0.45450310559006213
Uttar Pradesh,Ayodhya,2025-06,38,32,12,82,0.4634146341463415,0.3902439024390244,0.14634146341463414,0.40975609756097564
Uttar Pradesh,Ayodhya,2025-07,262,324,17,603,0.43449419568822556,0.5373134328358209,0.028192371475953566,0.42470978441127694
Uttar Pradesh,Ayodhya,2025-09,298,111,0,409,0.7286063569682152,0.2713936430317848,0.0,0.5185819070904645
Uttar Pradesh,Ayodhya,2025-10,136,60,0,196,0.6938775510204082,0.30612244897959184,0.0,0.5081632653061224
Uttar Pradesh,Ayodhya,2025-11,193,68,3,264,0.7310606060606061,0.25757575757575757,0.011363636363636364,0.5170454545454545
Uttar Pradesh,Ayodhya,2025-12,100,39,0,139,0.7194244604316546,0.2805755395683453,0.0,0.5158273381294963
Uttar Pradesh,Azamgarh,2025-04,231,332,26,589,0.3921901528013582,0.5636672325976231,0.044142614601018676,0.4088285229202037
Uttar Pradesh,Azamgarh,2025-06,109,333,10,452,0.2411504424778761,0.7367256637168141,0.022123893805309734,0.3679203539823009
Uttar Pradesh,Azamgarh,2025-07,1034,2456,77,3567,0.2898794505186431,0.6885337818895431,0.021586767591813848,0.3826464816372302
Uttar Pradesh,Azamgarh,2025-09,1883,4129,16,6028,0.3123755806237558,0.6849701393497014,0.0026542800265428003,0.3931818181818182
Uttar Pradesh,Azamgarh,2025-10,1131,2428,51,3610,0.31329639889196675,0.6725761772853186,0.014127423822714681,0.3911634349030471
Uttar Pradesh,Azamgarh,2025-11,1325,2557,64,3946,0.33578307146477443,0.647997972630512,0.016218955904713634,0.39749113025848964
Uttar Pradesh,Azamgarh,2025-12,1004,1342,35,2381,0.4216715665686686,0.5636287274254514,0.014699706005879883,0.4235615287694246
Uttar Pradesh,Baghpat,2025-04,311,224,18,553,0.5623869801084991,0.4050632911392405,0.0325497287522604,0.4622061482820976
Uttar Pradesh,Baghpat,2025-06,61,171,12,244,0.25,0.7008196721311475,0.04918032786885246,0.36516393442622946
Uttar Pradesh,Baghpat,2025-07,118,280,15,413,0.2857142857142857,0.6779661016949152,0.03631961259079903,0.37845036319612585
Uttar Pradesh,Baghpat,2025-09,1096,1184,34,2314,0.4736387208297321,0.5116681071737251,0.014693171996542784,0.43915298184961105
Uttar Pradesh,Baghpat,2025-10,613,491,28,1132,0.5415194346289752,0.43374558303886923,0.024734982332155476,0.45750883392226144
Uttar Pradesh,Baghpat,2025-11,738,538,43,1319,0.5595147839272175,0.40788476118271416,0.032600454890068235,0.46133434420015157
Uttar Pradesh,Baghpat,2025-12,545,315,4,864,0.6307870370370371,0.3645833333333333,0.004629629629629629,0.4883101851851852
Uttar Pradesh,Bagpat,2025-11,0,1,0,1,0.0,1.0,0.0,0.3
Uttar Pradesh,Bahraich,2025-03,69,241,61,371,0.18598382749326145,0.6495956873315364,0.16442048517520216,0.322911051212938
Uttar Pradesh,Bahraich,2025-04,1748,1784,281,3813,0.45843168109100446,0.4678730658274325,0.07369525308156308,0.4227904537109887
Uttar Pradesh,Bahraich,2025-05,1485,1891,193,3569,0.4160829363967498,0.5298402913981507,0.05407677220509947,0.41400952647800504
Uttar Pradesh,Bahraich,2025-06,1183,2599,287,4069,0.29073482428115016,0.6387318751536004,0.07053330056524945,0.3731137871712951
Uttar Pradesh,Bahraich,2025-07,3919,6096,532,10547,0.37157485540912105,0.577984260927278,0.05044088366360103,0.4013842798900161
Uttar Pradesh,Bahraich,2025-09,2606,4385,381,7372,0.3534997287032013,0.5948182311448725,0.051682040151926206,0.3957135105805752
Uttar Pradesh,Bahraich,2025-10,1409,2436,292,4137,0.3405849649504472,0.5888324873096447,0.07058254773990814,0.38805897993715255
Uttar Pradesh,Bahraich,2025-11,1286,1704,225,3215,0.4,0.5300155520995334,0.06998444790046657,0.40600311041990667
Uttar Pradesh,Bahraich,2025-12,969,1224,52,2245,0.4316258351893096,0.5452115812917595,0.023162583518930958,0.4248552338530067
Uttar Pradesh,Ballia,2025-09,1401,2137,4,3542,0.3955392433653303,0.6033314511575382,0.001129305477131564,0.4184359119141728
Uttar Pradesh,Ballia,2025-10,856,1209,5,2070,0.41352657004830917,0.5840579710144927,0.0024154589371980675,0.42357487922705317
Uttar Pradesh,Ballia,2025-11,1083,1618,23,2724,0.3975770925110132,0.5939794419970631,0.008443465491923641,0.4175844346549192
Uttar Pradesh,Ballia,2025-12,739,896,5,1640,0.450609756097561,0.5463414634146342,0.003048780487804878,0.43457317073170737
Uttar Pradesh,Balrampur,2025-04,429,642,32,1103,0.3889392565729828,0.5820489573889392,0.02901178603807797,0.4108794197642792
Uttar Pradesh,Balrampur,2025-06,150,497,16,663,0.22624434389140272,0.7496229260935143,0.024132730015082957,0.3630467571644042
Uttar Pradesh,Balrampur,2025-07,500,1822,58,2380,0.21008403361344538,0.7655462184873949,0.024369747899159664,0.3581512605042016
Uttar Pradesh,Balrampur,2025-09,849,1598,13,2460,0.34512195121951217,0.6495934959349593,0.005284552845528455,0.40247967479674795
Uttar Pradesh,Balrampur,2025-10,615,1216,52,1883,0.3266064790228359,0.6457780138077536,0.027615507169410514,0.3924588422729687
Uttar Pradesh,Balrampur,2025-11,898,1219,40,2157,0.4163189615206305,0.5651367640241075,0.01854427445526194,0.42118683356513675
Uttar Pradesh,Balrampur,2025-12,740,913,25,1678,0.4410011918951132,0.5441001191895113,0.014898688915375448,0.4293206197854589
Uttar Pradesh,Banda,2025-03,31,24,11,66,0.4696969696969697,0.36363636363636365,0.16666666666666666,0.40757575757575754
Uttar Pradesh,Banda,2025-04,458,340,43,841,0.544589774078478,0.4042806183115339,0.05112960760998811,0.45315101070154573
Uttar Pradesh,Banda,2025-05,730,804,70,1604,0.4551122194513716,0.5012468827930174,0.043640897755610975,0.4278054862842892
Uttar Pradesh,Banda,2025-06,324,451,12,787,0.41168996188055906,0.5730622617534943,0.015247776365946633,0.42045743329097834
Uttar Pradesh,Banda,2025-07,401,753,11,1165,0.344206008583691,0.6463519313304721,0.00944206008583691,0.4013733905579399
Uttar Pradesh,Banda,2025-09,979,1472,10,2461,0.39780577001219014,0.5981308411214953,0.0040633888663145065,0.41852905323039413
Uttar Pradesh,Banda,2025-10,548,655,14,1217,0.45028759244042726,0.5382087099424815,0.011503697617091208,0.4327855382087099
Uttar Pradesh,Banda,2025-11,811,674,17,1502,0.5399467376830892,0.44873501997336884,0.011318242343541944,0.45972037283621836
Uttar Pradesh,Banda,2025-12,543,390,15,948,0.5727848101265823,0.41139240506329117,0.015822784810126583,0.46867088607594937
Uttar Pradesh,Bara Banki,2025-04,172,72,10,254,0.6771653543307087,0.28346456692913385,0.03937007874015748,0.4952755905511811
Uttar Pradesh,Bara Banki,2025-09,2168,1422,21,3611,0.6003877042370535,0.39379673220714484,0.005815563555801717,0.47895319855995566
Uttar Pradesh,Bara Banki,2025-10,951,581,22,1554,0.611969111969112,0.3738738738738739,0.014157014157014158,0.48075933075933075
Uttar Pradesh,Bara Banki,2025-11,1384,714,33,2131,0.6494603472548099,0.33505396527451903,0.015485687470671047,0.49174096668230877
Uttar Pradesh,Bara Banki,2025-12,1101,429,6,1536,0.716796875,0.279296875,0.00390625,0.5142578124999999
Uttar Pradesh,Barabanki,2025-07,1040,692,52,1784,0.5829596412556054,0.38789237668161436,0.02914798206278027,0.46905829596412557
Uttar Pradesh,Barabanki,2025-09,152,118,0,270,0.562962962962963,0.43703703703703706,0.0,0.4688888888888889
Uttar Pradesh,Barabanki,2025-10,70,40,0,110,0.6363636363636364,0.36363636363636365,0.0,0.49090909090909085
Uttar Pradesh,Barabanki,2025-11,77,48,0,125,0.616,0.384,0.0,0.4848
Uttar Pradesh,Barabanki,2025-12,62,24,0,86,0.7209302325581395,0.27906976744186046,0.0,0.5162790697674419
Uttar Pradesh,Bareilly,2025-04,3176,1025,63,4264,0.7448405253283302,0.2403846153846154,0.01477485928705441,0.5204971857410882
Uttar Pradesh,Bareilly,2025-05,1306,574,49,1929,0.6770347330222913,0.2975635044064282,0.025401762571280455,0.49803006739243133
Uttar Pradesh,Bareilly,2025-06,1242,1198,75,2515,0.49383697813121274,0.47634194831013915,0.02982107355864811,0.4421868787276342
Uttar Pradesh,Bareilly,2025-07,1671,1356,45,3072,0.5439453125,0.44140625,0.0146484375,0.46025390624999996
Uttar Pradesh,Bareilly,2025-09,3019,2296,43,5358,0.5634565136244868,0.42851810377006344,0.008025382605449796,0.4674318775662561
Uttar Pradesh,Bareilly,2025-10,1924,1187,167,3278,0.5869432580841977,0.362111043319097,0.05094569859670531,0.46589383770591825
Uttar Pradesh,Bareilly,2025-11,2921,1561,137,4619,0.6323879627625028,0.33795193764884174,0.029660099588655554,0.4837843689110197
Uttar Pradesh,Bareilly,2025-12,1928,820,28,2776,0.6945244956772334,0.2953890489913545,0.010086455331412104,0.5063400576368876
Uttar Pradesh,Basti,2025-04,140,139,10,289,0.4844290657439446,0.4809688581314879,0.03460207612456748,0.43840830449826984
Uttar Pradesh,Basti,2025-09,1486,1760,14,3260,0.4558282208588957,0.5398773006134969,0.004294478527607362,0.4358895705521472
Uttar Pradesh,Basti,2025-10,972,1230,27,2229,0.4360699865410498,0.5518169582772544,0.012113055181695828,0.4283983849259757
Uttar Pradesh,Basti,2025-11,1336,1278,14,2628,0.5083713850837138,0.4863013698630137,0.00532724505327245,0.4514459665144596
Uttar Pradesh,Basti,2025-12,889,809,15,1713,0.5189725627553999,0.47227086981903094,0.008756567425569177,0.4539404553415061
Uttar Pradesh,Bhadohi,2025-09,106,102,1,209,0.507177033492823,0.4880382775119617,0.004784688995215311,0.4511961722488038
Uttar Pradesh,Bhadohi,2025-10,54,78,0,132,0.4090909090909091,0.5909090909090909,0.0,0.42272727272727273
Uttar Pradesh,Bhadohi,2025-11,63,50,3,116,0.5431034482758621,0.43103448275862066,0.02586206896551724,0.4577586206896551
Uttar Pradesh,Bhadohi,2025-12,42,47,0,89,0.47191011235955055,0.5280898876404494,0.0,0.44157303370786516
Uttar Pradesh,Bijnor,2025-05,1351,432,39,1822,0.7414928649835346,0.23710208562019758,0.021405049396267837,0.5181668496158068
Uttar Pradesh,Bijnor,2025-09,3164,1300,2,4466,0.7084639498432602,0.29108822212270485,0.0004478280340349306,0.5124496193461711
Uttar Pradesh,Bijnor,2025-10,2918,791,11,3720,0.7844086021505376,0.21263440860215055,0.002956989247311828,0.5347311827956989
