state,district,month,bio_age_5_17,bio_age_17_,total_bio_updates,child_bio_ratio,adult_bio_ratio,bio_risk_score,month_name
Tamil Nadu,Tirupathur,2025-11,23,4,27,0.8518518518518519,0.14814814814814814,0.6407407407407406,November
Tamil Nadu,Tirupathur,2025-12,14,1,15,0.9333333333333333,0.06666666666666667,0.6733333333333333,December
Tamil Nadu,Tirupattur,2025-03,1384,426,1810,0.7646408839779005,0.23535911602209944,0.6058563535911602,March
Tamil Nadu,Tirupattur,2025-04,904,440,1344,0.6726190476190477,0.3273809523809524,0.569047619047619,April
Tamil Nadu,Tirupattur,2025-05,587,324,911,0.6443468715697036,0.3556531284302964,0.5577387486278814,May
Tamil Nadu,Tirupattur,2025-06,565,507,1072,0.5270522388059702,0.47294776119402987,0.5108208955223881,June
Tamil Nadu,Tirupattur,2025-07,391,430,821,0.4762484774665043,0.5237515225334958,0.49049939098660167,July
Tamil Nadu,Tirupattur,2025-09,298,268,566,0.5265017667844523,0.4734982332155477,0.5106007067137809,September
Tamil Nadu,Tirupattur,2025-10,848,171,1019,0.8321884200196271,0.1678115799803729,0.6328753680078508,October
Tamil Nadu,Tirupattur,2025-11,2290,235,2525,0.906930693069307,0.09306930693069307,0.6627722772277228,November
Tamil Nadu,Tirupattur,2025-12,1698,345,2043,0.8311306901615272,0.16886930983847284,0.6324522760646107,December
Tamil Nadu,Tiruppur,2025-03,8331,9270,17601,0.47332537923981594,0.5266746207601841,0.48933015169592636,March
Tamil Nadu,Tiruppur,2025-04,6905,8795,15700,0.43980891719745224,0.5601910828025478,0.47592356687898085,April
Tamil Nadu,Tiruppur,2025-05,8344,9137,17481,0.47731823122247014,0.5226817687775299,0.49092729248898803,May
Tamil Nadu,Tiruppur,2025-06,7030,10311,17341,0.4053976125944294,0.5946023874055706,0.4621590450377717,June
Tamil Nadu,Tiruppur,2025-07,5752,12130,17882,0.32166424337322447,0.6783357566267755,0.4286656973492897,July
Tamil Nadu,Tiruppur,2025-09,4315,6247,10562,0.4085400492330998,0.5914599507669002,0.46341601969323987,September
Tamil Nadu,Tiruppur,2025-10,6177,4898,11075,0.5577426636568849,0.44225733634311515,0.5230970654627539,October
Tamil Nadu,Tiruppur,2025-11,10828,7909,18737,0.5778940065111811,0.4221059934888189,0.5311576026044724,November
Tamil Nadu,Tiruppur,2025-12,13525,8868,22393,0.6039833876657884,0.3960166123342116,0.5415933550663153,December
Tamil Nadu,Tiruvallur,2025-03,18126,15082,33208,0.5458323295591424,0.45416767044085765,0.5183329318236569,March
Tamil Nadu,Tiruvallur,2025-04,9932,13307,23239,0.42738499935453333,0.5726150006454667,0.4709539997418133,April
Tamil Nadu,Tiruvallur,2025-05,12823,12598,25421,0.5044254750009834,0.49557452499901655,0.5017701900003934,May
Tamil Nadu,Tiruvallur,2025-06,10710,14708,25418,0.42135494531434414,0.5786450546856559,0.4685419781257376,June
Tamil Nadu,Tiruvallur,2025-07,10464,18391,28855,0.36264079015768497,0.637359209842315,0.44505631606307394,July
Tamil Nadu,Tiruvallur,2025-09,8003,9116,17119,0.4674922600619195,0.5325077399380805,0.4869969040247678,September
Tamil Nadu,Tiruvallur,2025-10,11004,6479,17483,0.6294114282445804,0.37058857175541954,0.5517645712978321,October
Tamil Nadu,Tiruvallur,2025-11,21206,10779,31985,0.6629982804439581,0.3370017195560419,0.5651993121775832,November
Tamil Nadu,Tiruvallur,2025-12,23566,11499,35065,0.6720661628404392,0.3279338371595608,0.5688264651361756,December
Tamil Nadu,Tiruvannamalai,2025-03,19832,6718,26550,0.7469679849340867,0.2530320150659134,0.5987871939736347,March
Tamil Nadu,Tiruvannamalai,2025-04,10684,6104,16788,0.6364069573504885,0.36359304264951153,0.5545627829401953,April
Tamil Nadu,Tiruvannamalai,2025-05,8800,6099,14899,0.5906436673602256,0.4093563326397745,0.5362574669440903,May
Tamil Nadu,Tiruvannamalai,2025-06,7068,7555,14623,0.4833481501743828,0.5166518498256172,0.49333926006975315,June
Tamil Nadu,Tiruvannamalai,2025-07,6253,8757,15010,0.41658894070619584,0.5834110592938041,0.4666355762824783,July
Tamil Nadu,Tiruvannamalai,2025-09,3608,4241,7849,0.45967639189705695,0.540323608102943,0.48387055675882273,September
Tamil Nadu,Tiruvannamalai,2025-10,6197,5876,12073,0.5132941273917004,0.4867058726082995,0.5053176509566801,October
Tamil Nadu,Tiruvannamalai,2025-11,9449,7238,16687,0.5662491760052736,0.4337508239947264,0.5264996704021094,November
Tamil Nadu,Tiruvannamalai,2025-12,10805,6171,16976,0.6364868049010367,0.36351319509896324,0.5545947219604146,December
Tamil Nadu,Tiruvarur,2025-12,0,3,3,0.0,1.0,0.3,December
Tamil Nadu,Tuticorin,2025-09,0,2,2,0.0,1.0,0.3,September
Tamil Nadu,Tuticorin,2025-11,0,2,2,0.0,1.0,0.3,November
Tamil Nadu,Tuticorin,2025-12,1,1,2,0.5,0.5,0.5,December
Tamil Nadu,Vellore,2025-03,15366,11421,26787,0.5736364654496584,0.4263635345503416,0.5294545861798634,March
Tamil Nadu,Vellore,2025-04,11254,10058,21312,0.5280593093093093,0.47194069069069067,0.5112237237237237,April
Tamil Nadu,Vellore,2025-05,8950,9217,18167,0.4926515109814499,0.5073484890185501,0.49706060439257993,May
Tamil Nadu,Vellore,2025-06,8177,10946,19123,0.4276002719238613,0.5723997280761387,0.4710401087695445,June
Tamil Nadu,Vellore,2025-07,6822,13370,20192,0.3378565768621236,0.6621434231378764,0.43514263074484943,July
Tamil Nadu,Vellore,2025-09,4947,7320,12267,0.4032770848618244,0.5967229151381755,0.4613108339447297,September
Tamil Nadu,Vellore,2025-10,8251,7962,16213,0.5089126009991982,0.49108739900080184,0.5035650403996793,October
Tamil Nadu,Vellore,2025-11,17790,10949,28739,0.6190194509203522,0.38098054907964785,0.5476077803681408,November
Tamil Nadu,Vellore,2025-12,17564,11439,29003,0.6055925249112161,0.39440747508878393,0.5422370099644864,December
Tamil Nadu,Villupuram,2025-03,15979,4483,20462,0.7809109568957091,0.2190890431042909,0.6123643827582836,March
Tamil Nadu,Villupuram,2025-04,8353,3586,11939,0.6996398358321467,0.30036016416785327,0.5798559343328586,April
Tamil Nadu,Villupuram,2025-05,7360,3746,11106,0.6627048442283451,0.337295155771655,0.565081937691338,May
Tamil Nadu,Villupuram,2025-06,8194,4484,12678,0.6463164536993217,0.35368354630067833,0.5585265814797287,June
Tamil Nadu,Villupuram,2025-07,5900,5313,11213,0.5261749754748952,0.4738250245251048,0.5104699901899581,July
Tamil Nadu,Villupuram,2025-09,4033,2664,6697,0.6022099447513812,0.39779005524861877,0.5408839779005525,September
Tamil Nadu,Villupuram,2025-10,7781,3150,10931,0.7118287439392553,0.2881712560607447,0.5847314975757021,October
Tamil Nadu,Villupuram,2025-11,15890,4108,19998,0.7945794579457945,0.20542054205420543,0.6178317831783178,November
Tamil Nadu,Villupuram,2025-12,12408,3829,16237,0.7641805752294143,0.2358194247705857,0.6056722300917657,December
Tamil Nadu,Viluppuram,2025-03,5864,8078,13942,0.4205996270262516,0.5794003729737484,0.46823985081050057,March
Tamil Nadu,Viluppuram,2025-04,2834,5845,8679,0.326535315128471,0.673464684871529,0.4306141260513884,April
Tamil Nadu,Viluppuram,2025-05,1991,5135,7126,0.279399382542801,0.7206006174571989,0.41175975301712037,May
Tamil Nadu,Viluppuram,2025-06,2320,6244,8564,0.270901447921532,0.729098552078468,0.40836057916861274,June
Tamil Nadu,Viluppuram,2025-07,1439,7298,8737,0.16470184273778185,0.8352981572622181,0.3658807370951127,July
Tamil Nadu,Viluppuram,2025-09,874,4649,5523,0.15824732934999095,0.841752670650009,0.36329893173999633,September
Tamil Nadu,Viluppuram,2025-10,1669,8965,10634,0.1569494075606545,0.8430505924393455,0.3627797630242618,October
Tamil Nadu,Viluppuram,2025-11,2953,9381,12334,0.23941949083833305,0.760580509161667,0.3957677963353332,November
Tamil Nadu,Viluppuram,2025-12,2466,7461,9927,0.2484134179510426,0.7515865820489573,0.399365367180417,December
Tamil Nadu,Virudhunagar,2025-03,7679,7069,14748,0.5206807702739354,0.47931922972606456,0.5082723081095741,March
Tamil Nadu,Virudhunagar,2025-04,5189,6673,11862,0.43744731074017873,0.5625526892598213,0.47497892429607147,April
Tamil Nadu,Virudhunagar,2025-05,5832,6712,12544,0.4649234693877551,0.5350765306122449,0.485969387755102,May
Tamil Nadu,Virudhunagar,2025-06,4405,7787,12192,0.3613024934383202,0.6386975065616798,0.4445209973753281,June
Tamil Nadu,Virudhunagar,2025-07,3437,9655,13092,0.2625267338832875,0.7374732661167125,0.405010693553315,July
Tamil Nadu,Virudhunagar,2025-09,2311,4705,7016,0.32938996579247437,0.6706100342075256,0.43175598631698975,September
Tamil Nadu,Virudhunagar,2025-10,9000,4675,13675,0.6581352833638026,0.34186471663619744,0.563254113345521,October
Tamil Nadu,Virudhunagar,2025-11,14230,7248,21478,0.6625384113977093,0.3374615886022907,0.5650153645590837,November
Tamil Nadu,Virudhunagar,2025-12,7682,7005,14687,0.5230475931095526,0.4769524068904473,0.509219037243821,December
Telangana,Adilabad,2025-03,3199,4410,7609,0.4204231830726771,0.5795768169273229,0.46816927322907087,March
Telangana,Adilabad,2025-04,2571,3246,5817,0.4419804022692109,0.558019597730789,0.4767921609076843,April
Telangana,Adilabad,2025-05,4366,2628,6994,0.624249356591364,0.37575064340863595,0.5496997426365456,May
Telangana,Adilabad,2025-06,5791,3303,9094,0.6367934902133274,0.3632065097866725,0.5547173960853309,June
Telangana,Adilabad,2025-07,4555,5343,9898,0.4601939785815316,0.5398060214184683,0.48407759143261264,July
Telangana,Adilabad,2025-09,3835,4208,8043,0.47681213477558126,0.5231878652244187,0.49072485391023246,September
Telangana,Adilabad,2025-10,6829,4438,11267,0.6061063282151415,0.39389367178485846,0.5424425312860566,October
Telangana,Adilabad,2025-11,7183,4183,11366,0.6319725497096604,0.3680274502903396,0.5527890198838642,November
Telangana,Adilabad,2025-12,6594,3601,10195,0.6467876410004905,0.3532123589995096,0.5587150564001961,December
Telangana,Bhadradri Kothagudem,2025-03,644,1006,1650,0.3903030303030303,0.6096969696969697,0.4561212121212121,March
Telangana,Bhadradri Kothagudem,2025-04,436,765,1201,0.3630308076602831,0.6369691923397169,0.44521232306411324,April
Telangana,Bhadradri Kothagudem,2025-05,768,637,1405,0.5466192170818506,0.4533807829181495,0.5186476868327402,May
Telangana,Bhadradri Kothagudem,2025-06,1038,920,1958,0.5301327885597549,0.4698672114402451,0.512053115423902,June
Telangana,Bhadradri Kothagudem,2025-07,1103,1656,2759,0.3997825299021385,0.6002174700978615,0.4599130119608554,July
Telangana,Bhadradri Kothagudem,2025-09,1603,1149,2752,0.5824854651162791,0.4175145348837209,0.5329941860465116,September
Telangana,Bhadradri Kothagudem,2025-10,2376,1359,3735,0.636144578313253,0.363855421686747,0.5544578313253011,October
Telangana,Bhadradri Kothagudem,2025-11,2036,1288,3324,0.6125150421179302,0.38748495788206977,0.545006016847172,November
Telangana,Bhadradri Kothagudem,2025-12,1878,941,2819,0.6661936857041504,0.3338063142958496,0.5664774742816602,December
Telangana,Hanumakonda,2025-03,130,643,773,0.16817593790426907,0.8318240620957309,0.3672703751617076,March
Telangana,Hanumakonda,2025-04,205,841,1046,0.1959847036328872,0.8040152963671128,0.3783938814531549,April
Telangana,Hanumakonda,2025-05,211,812,1023,0.20625610948191594,0.793743890518084,0.3825024437927663,May
Telangana,Hanumakonda,2025-06,200,694,894,0.22371364653243847,0.7762863534675615,0.38948545861297534,June
Telangana,Hanumakonda,2025-07,242,1032,1274,0.18995290423861852,0.8100470957613815,0.3759811616954474,July
Telangana,Hanumakonda,2025-09,168,1330,1498,0.11214953271028037,0.8878504672897196,0.3448598130841121,September
Telangana,Hanumakonda,2025-10,197,666,863,0.22827346465816917,0.7717265353418308,0.39130938586326763,October
Telangana,Hanumakonda,2025-11,237,638,875,0.27085714285714285,0.7291428571428571,0.4083428571428571,November
Telangana,Hanumakonda,2025-12,241,530,771,0.3125810635538262,0.6874189364461738,0.4250324254215304,December
Telangana,Hyderabad,2025-03,10335,12114,22449,0.46037685420285984,0.5396231457971402,0.4841507416811439,March
Telangana,Hyderabad,2025-04,9730,11312,21042,0.4624085163007319,0.5375914836992681,0.48496340652029274,April
Telangana,Hyderabad,2025-05,11273,10381,21654,0.5205966565068809,0.479403343493119,0.5082386626027524,May
Telangana,Hyderabad,2025-06,12414,11846,24260,0.5117065127782358,0.48829348722176424,0.5046826051112943,June
Telangana,Hyderabad,2025-07,16549,15162,31711,0.5218693828639904,0.4781306171360096,0.5087477531455962,July
Telangana,Hyderabad,2025-09,12313,8638,20951,0.5877046441697293,0.4122953558302706,0.5350818576678917,September
Telangana,Hyderabad,2025-10,13578,6742,20320,0.6682086614173228,0.3317913385826772,0.5672834645669291,October
Telangana,Hyderabad,2025-11,19599,8250,27849,0.7037595604869116,0.2962404395130884,0.5815038241947647,November
Telangana,Hyderabad,2025-12,27630,10675,38305,0.721315755123352,0.27868424487664795,0.5885263020493408,December
Telangana,Jagitial,2025-03,403,539,942,0.4278131634819533,0.5721868365180467,0.4711252653927813,March
Telangana,Jagitial,2025-04,328,434,762,0.4304461942257218,0.5695538057742782,0.47217847769028864,April
Telangana,Jagitial,2025-05,632,450,1082,0.5841035120147874,0.41589648798521256,0.5336414048059149,May
Telangana,Jagitial,2025-06,722,607,1329,0.5432656132430399,0.4567343867569601,0.5173062452972159,June
Telangana,Jagitial,2025-07,533,684,1217,0.43796220213640097,0.562037797863599,0.47518488085456034,July
Telangana,Jagitial,2025-09,483,374,857,0.5635939323220537,0.4364060676779463,0.5254375729288214,September
Telangana,Jagitial,2025-10,936,313,1249,0.7493995196156925,0.25060048038430743,0.5997598078462769,October
Telangana,Jagitial,2025-11,1050,325,1375,0.7636363636363637,0.23636363636363636,0.6054545454545455,November
Telangana,Jagitial,2025-12,1547,385,1932,0.8007246376811594,0.19927536231884058,0.6202898550724638,December
Telangana,Jangaon,2025-09,11,91,102,0.10784313725490197,0.8921568627450981,0.3431372549019608,September
Telangana,Jangaon,2025-10,28,24,52,0.5384615384615384,0.46153846153846156,0.5153846153846153,October
Telangana,Jangaon,2025-11,51,22,73,0.6986301369863014,0.3013698630136986,0.5794520547945206,November
Telangana,Jangaon,2025-12,38,15,53,0.7169811320754716,0.2830188679245283,0.5867924528301885,December
Telangana,Jangoan,2025-03,133,281,414,0.321256038647343,0.678743961352657,0.4285024154589372,March
Telangana,Jangoan,2025-04,135,274,409,0.33007334963325186,0.6699266503667481,0.4320293398533007,April
Telangana,Jangoan,2025-05,197,207,404,0.4876237623762376,0.5123762376237624,0.49504950495049505,May
Telangana,Jangoan,2025-06,222,306,528,0.42045454545454547,0.5795454545454546,0.46818181818181814,June
Telangana,Jangoan,2025-07,262,470,732,0.35792349726775957,0.6420765027322405,0.44316939890710383,July
Telangana,Jangoan,2025-09,581,665,1246,0.46629213483146065,0.5337078651685393,0.48651685393258426,September
Telangana,Jangoan,2025-10,614,421,1035,0.5932367149758454,0.4067632850241546,0.5372946859903381,October
Telangana,Jangoan,2025-11,919,428,1347,0.682256867112101,0.317743132887899,0.5729027468448403,November
Telangana,Jangoan,2025-12,888,276,1164,0.7628865979381443,0.23711340206185566,0.6051546391752576,December
Telangana,Jayashankar Bhupalpally,2025-03,95,268,363,0.26170798898071623,0.7382920110192838,0.4046831955922865,March
Telangana,Jayashankar Bhupalpally,2025-04,115,183,298,0.3859060402684564,0.6140939597315436,0.4543624161073825,April
Telangana,Jayashankar Bhupalpally,2025-05,224,258,482,0.46473029045643155,0.5352697095435685,0.4858921161825726,May
Telangana,Jayashankar Bhupalpally,2025-06,259,352,611,0.4238952536824877,0.5761047463175123,0.46955810147299504,June
Telangana,Jayashankar Bhupalpally,2025-07,183,351,534,0.34269662921348315,0.6573033707865169,0.4370786516853933,July
Telangana,Jayashankar Bhupalpally,2025-09,243,344,587,0.41396933560477,0.58603066439523,0.465587734241908,September
Telangana,Jayashankar Bhupalpally,2025-10,307,248,555,0.5531531531531532,0.44684684684684683,0.5212612612612613,October
Telangana,Jayashankar Bhupalpally,2025-11,340,267,607,0.5601317957166392,0.43986820428336076,0.5240527182866557,November
Telangana,Jayashankar Bhupalpally,2025-12,311,220,531,0.5856873822975518,0.4143126177024482,0.5342749529190207,December
Telangana,Jogulamba Gadwal,2025-03,687,669,1356,0.5066371681415929,0.49336283185840707,0.5026548672566371,March
Telangana,Jogulamba Gadwal,2025-04,427,545,972,0.43930041152263377,0.5606995884773662,0.47572016460905353,April
Telangana,Jogulamba Gadwal,2025-05,438,518,956,0.4581589958158996,0.5418410041841004,0.4832635983263598,May
Telangana,Jogulamba Gadwal,2025-06,625,709,1334,0.46851574212893554,0.5314842578710645,0.4874062968515742,June
Telangana,Jogulamba Gadwal,2025-07,592,1038,1630,0.36319018404907977,0.6368098159509202,0.4452760736196319,July
Telangana,Jogulamba Gadwal,2025-09,587,400,987,0.5947315096251267,0.40526849037487334,0.5378926038500507,September
Telangana,Jogulamba Gadwal,2025-10,847,581,1428,0.5931372549019608,0.4068627450980392,0.5372549019607843,October
Telangana,Jogulamba Gadwal,2025-11,944,447,1391,0.6786484543493889,0.3213515456506111,0.5714593817397555,November
Telangana,Jogulamba Gadwal,2025-12,859,417,1276,0.6731974921630094,0.3268025078369906,0.5692789968652038,December
Telangana,K.v. Rangareddy,2025-03,10789,15663,26452,0.4078708604264328,0.5921291395735672,0.46314834417057305,March
Telangana,K.v. Rangareddy,2025-04,9527,13014,22541,0.42265205625305,0.57734794374695,0.46906082250122,April
Telangana,K.v. Rangareddy,2025-05,12254,11168,23422,0.52318333191017,0.4768166680898301,0.5092733327640679,May
Telangana,K.v. Rangareddy,2025-06,13661,14901,28562,0.4782928366360899,0.5217071633639101,0.49131713465443594,June
Telangana,K.v. Rangareddy,2025-07,14804,21727,36531,0.4052448605294134,0.5947551394705867,0.4620979442117653,July
Telangana,K.v. Rangareddy,2025-09,11359,14240,25599,0.4437282706355717,0.5562717293644283,0.4774913082542286,September
Telangana,K.v. Rangareddy,2025-10,14251,11008,25259,0.564194940417277,0.435805059582723,0.5256779761669108,October
Telangana,K.v. Rangareddy,2025-11,17132,11727,28859,0.5936449634429467,0.40635503655705324,0.5374579853771786,November
Telangana,K.v. Rangareddy,2025-12,19079,12277,31356,0.6084640898073734,0.3915359101926266,0.5433856359229494,December
Telangana,Kamareddy,2025-03,511,695,1206,0.42371475953565507,0.5762852404643449,0.46948590381426203,March
Telangana,Kamareddy,2025-04,397,584,981,0.40468909276248727,0.5953109072375128,0.4618756371049949,April
Telangana,Kamareddy,2025-05,530,556,1086,0.4880294659300184,0.5119705340699816,0.49521178637200736,May
Telangana,Kamareddy,2025-06,839,991,1830,0.45846994535519126,0.5415300546448087,0.48338797814207646,June
Telangana,Kamareddy,2025-07,714,1167,1881,0.379585326953748,0.620414673046252,0.4518341307814992,July
Telangana,Kamareddy,2025-09,808,921,1729,0.46732215153267787,0.5326778484673221,0.48692886061307117,September
Telangana,Kamareddy,2025-10,1114,654,1768,0.6300904977375565,0.36990950226244346,0.5520361990950226,October
Telangana,Kamareddy,2025-11,1423,783,2206,0.6450589301903898,0.35494106980961015,0.5580235720761559,November
Telangana,Kamareddy,2025-12,1627,927,2554,0.6370399373531715,0.3629600626468285,0.5548159749412686,December
Telangana,Karimnagar,2025-03,5629,8910,14539,0.3871655547149047,0.6128344452850952,0.4548662218859618,March
Telangana,Karimnagar,2025-04,5453,6566,12019,0.45369831100757135,0.5463016889924287,0.48147932440302854,April
Telangana,Karimnagar,2025-05,10235,6136,16371,0.6251908863233767,0.3748091136766233,0.5500763545293507,May
Telangana,Karimnagar,2025-06,9793,7388,17181,0.5699901053489319,0.43000989465106804,0.5279960421395727,June
Telangana,Karimnagar,2025-07,6778,9569,16347,0.4146326543096593,0.5853673456903408,0.4658530617238637,July
Telangana,Karimnagar,2025-09,4797,8567,13364,0.35894941634241245,0.6410505836575876,0.44357976653696496,September
Telangana,Karimnagar,2025-10,7564,6823,14387,0.5257524153749913,0.4742475846250087,0.5103009661499965,October
Telangana,Karimnagar,2025-11,8229,6962,15191,0.5417023237443223,0.4582976762556777,0.5166809294977288,November
Telangana,Karimnagar,2025-12,10091,6386,16477,0.6124294471080901,0.38757055289190995,0.544971778843236,December
Telangana,Khammam,2025-03,2478,2040,4518,0.548472775564409,0.45152722443559096,0.5193891102257635,March
Telangana,Khammam,2025-04,2238,1720,3958,0.5654370894391106,0.43456291056088936,0.5261748357756443,April
Telangana,Khammam,2025-05,4718,1750,6468,0.7294372294372294,0.27056277056277056,0.5917748917748917,May
Telangana,Khammam,2025-06,5336,2082,7418,0.7193313561606902,0.2806686438393098,0.5877325424642761,June
Telangana,Khammam,2025-07,4649,2959,7608,0.6110672975814931,0.38893270241850686,0.5444269190325972,July
Telangana,Khammam,2025-09,5310,1788,7098,0.7480980557903635,0.2519019442096365,0.5992392223161453,September
Telangana,Khammam,2025-10,6242,1974,8216,0.7597370983446933,0.24026290165530673,0.6038948393378772,October
Telangana,Khammam,2025-11,6909,1676,8585,0.8047757716948165,0.19522422830518346,0.6219103086779265,November
Telangana,Khammam,2025-12,6571,1730,8301,0.7915913745331887,0.20840862546681121,0.6166365498132754,December
Telangana,Komaram Bheem,2025-03,285,610,895,0.31843575418994413,0.6815642458100558,0.4273743016759776,March
Telangana,Komaram Bheem,2025-04,313,496,809,0.3868974042027194,0.6131025957972805,0.45475896168108776,April
Telangana,Komaram Bheem,2025-05,338,387,725,0.46620689655172415,0.5337931034482759,0.4864827586206896,May
Telangana,Komaram Bheem,2025-06,583,604,1187,0.4911541701769166,0.5088458298230834,0.49646166807076664,June
Telangana,Komaram Bheem,2025-07,354,695,1049,0.3374642516682555,0.6625357483317446,0.4349857006673022,July
Telangana,Komaram Bheem,2025-09,383,648,1031,0.37148399612027155,0.6285160038797284,0.44859359844810853,September
Telangana,Komaram Bheem,2025-10,867,442,1309,0.6623376623376623,0.33766233766233766,0.564935064935065,October
Telangana,Komaram Bheem,2025-11,968,439,1407,0.6879886282871357,0.31201137171286425,0.5751954513148543,November
Telangana,Komaram Bheem,2025-12,839,426,1265,0.6632411067193675,0.3367588932806324,0.5652964426877469,December
Telangana,Mahabubabad,2025-03,278,565,843,0.32977461447212336,0.6702253855278766,0.4319098457888493,March
Telangana,Mahabubabad,2025-04,285,476,761,0.3745072273324573,0.6254927726675427,0.44980289093298287,April
Telangana,Mahabubabad,2025-05,479,398,877,0.5461801596351197,0.45381984036488027,0.5184720638540479,May
Telangana,Mahabubabad,2025-06,618,521,1139,0.5425812115891132,0.45741878841088673,0.5170324846356453,June
Telangana,Mahabubabad,2025-07,460,707,1167,0.39417309340188517,0.6058269065981148,0.45766923736075404,July
Telangana,Mahabubabad,2025-09,876,415,1291,0.6785437645236251,0.3214562354763749,0.57141750580945,September
Telangana,Mahabubabad,2025-10,866,399,1265,0.6845849802371542,0.31541501976284586,0.5738339920948616,October
Telangana,Mahabubabad,2025-11,1227,404,1631,0.7522992029429798,0.24770079705702022,0.600919681177192,November
Telangana,Mahabubabad,2025-12,833,373,1206,0.6907131011608624,0.3092868988391376,0.5762852404643449,December
Telangana,Mahabubnagar,2025-03,10634,11582,22216,0.47866402592725965,0.5213359740727403,0.49146561037090386,March
Telangana,Mahabubnagar,2025-04,8084,9148,17232,0.4691272051996286,0.5308727948003714,0.4876508820798514,April
Telangana,Mahabubnagar,2025-05,10931,7444,18375,0.5948843537414966,0.4051156462585034,0.5379537414965987,May
Telangana,Mahabubnagar,2025-06,14820,10056,24876,0.5957549445248432,0.40424505547515677,0.5383019778099373,June
Telangana,Mahabubnagar,2025-07,12240,15416,27656,0.4425802719120625,0.5574197280879375,0.477032108764825,July
Telangana,Mahabubnagar,2025-09,9093,11560,20653,0.44027502057812423,0.5597249794218757,0.4761100082312496,September
Telangana,Mahabubnagar,2025-10,13000,9068,22068,0.5890882726119268,0.41091172738807324,0.5356353090447707,October
Telangana,Mahabubnagar,2025-11,13325,8283,21608,0.6166697519437245,0.38333024805627547,0.5466679007774898,November
Telangana,Mahabubnagar,2025-12,12486,7879,20365,0.6131107291922416,0.3868892708077584,0.5452442916768967,December
Telangana,Mancherial,2025-03,264,688,952,0.2773109243697479,0.7226890756302521,0.41092436974789914,March
Telangana,Mancherial,2025-04,322,543,865,0.3722543352601156,0.6277456647398844,0.4489017341040462,April
Telangana,Mancherial,2025-05,651,504,1155,0.5636363636363636,0.43636363636363634,0.5254545454545454,May
Telangana,Mancherial,2025-06,687,645,1332,0.5157657657657657,0.48423423423423423,0.5063063063063062,June
Telangana,Mancherial,2025-07,446,746,1192,0.37416107382550334,0.6258389261744967,0.44966442953020136,July
Telangana,Mancherial,2025-09,630,496,1126,0.5595026642984015,0.4404973357015986,0.5238010657193606,September
Telangana,Mancherial,2025-10,1270,458,1728,0.7349537037037037,0.2650462962962963,0.5939814814814814,October
Telangana,Mancherial,2025-11,1452,531,1983,0.7322239031770046,0.26777609682299547,0.5928895612708018,November
Telangana,Mancherial,2025-12,1536,540,2076,0.7398843930635838,0.26011560693641617,0.5959537572254334,December
Telangana,Medak,2025-03,4875,6149,11024,0.44221698113207547,0.5577830188679245,0.47688679245283017,March
Telangana,Medak,2025-04,4542,4890,9432,0.4815521628498728,0.5184478371501272,0.49262086513994907,April
Telangana,Medak,2025-05,6326,4874,11200,0.5648214285714286,0.4351785714285714,0.5259285714285714,May
Telangana,Medak,2025-06,8324,6360,14684,0.5668755107600109,0.4331244892399891,0.5267502043040043,June
Telangana,Medak,2025-07,6660,8427,15087,0.441439650029827,0.558560349970173,0.47657586001193075,July
Telangana,Medak,2025-09,6658,7645,14303,0.4654967489337901,0.5345032510662099,0.486198699573516,September
Telangana,Medak,2025-10,10142,8589,18731,0.5414553414126315,0.45854465858736854,0.5165821365650526,October
Telangana,Medak,2025-11,9579,7396,16975,0.564300441826215,0.435699558173785,0.525720176730486,November
Telangana,Medak,2025-12,9355,5875,15230,0.6142481943532502,0.3857518056467498,0.5456992777413001,December
Telangana,Medchal-malkajgiri,2025-03,1239,2810,4049,0.3060014818473697,0.6939985181526303,0.42240059273894787,March
Telangana,Medchal-malkajgiri,2025-04,1109,1772,2881,0.3849357861853523,0.6150642138146477,0.45397431447414094,April
Telangana,Medchal-malkajgiri,2025-05,1259,1794,3053,0.41238126433016703,0.5876187356698329,0.4649525057320668,May
Telangana,Medchal-malkajgiri,2025-06,1294,1921,3215,0.40248833592534994,0.5975116640746501,0.46099533437013995,June
Telangana,Medchal-malkajgiri,2025-07,1379,2251,3630,0.37988980716253445,0.6201101928374656,0.45195592286501374,July
Telangana,Medchal-malkajgiri,2025-09,1274,1620,2894,0.4402211472011057,0.5597788527988943,0.47608845888044227,September
Telangana,Medchal-malkajgiri,2025-10,1860,1096,2956,0.6292286874154263,0.37077131258457374,0.5516914749661704,October
Telangana,Medchal-malkajgiri,2025-11,1878,1327,3205,0.5859594383775351,0.4140405616224649,0.534383775351014,November
Telangana,Medchal-malkajgiri,2025-12,2508,1739,4247,0.590534494937603,0.409465505062397,0.5362137979750412,December
Telangana,Medchal?malkajgiri,2025-03,484,365,849,0.5700824499411072,0.4299175500588928,0.5280329799764429,March
Telangana,Medchal?malkajgiri,2025-09,3,1,4,0.75,0.25,0.5999999999999999,September
Telangana,Medchal?malkajgiri,2025-12,3,0,3,1.0,0.0,0.7,December
Telangana,Medchal−malkajgiri,2025-09,673,251,924,0.7283549783549783,0.27164502164502163,0.5913419913419913,September
Telangana,Medchal−malkajgiri,2025-10,770,263,1033,0.7454017424975798,0.25459825750242016,0.5981606969990318,October
Telangana,Medchal−malkajgiri,2025-11,960,290,1250,0.768,0.232,0.6072,November
